date,product_category,region,units_sold,revenue,profit,new_customers,returning_customers,churn_rate,orders,avg_order_value,returns_units,return_rate,marketing_spend,operating_cost,net_profit,inventory_units,stockout_days
2021-11-01,Furniture,West,153,39810.88,9997.6,8,42,0.0452,60,694.05,8,0.0523,3533.36,20609.86,-10612.26,298,2
2021-11-01,Sports,North,326,24407.2,6357.91,26,65,0.0387,103,232.7,10,0.0307,2544.16,9115.01,-2757.1,470,3
2021-11-01,Sports,South,226,11152.17,2928.88,7,71,0.0464,58,201.93,19,0.0841,1810.14,7940.07,-5011.19,449,1
2021-11-01,Sports,East,215,16429.19,4324.49,44,108,0.0534,84,193.5,8,0.0372,1860.22,7682.9,-3358.41,553,0
2021-11-01,Sports,West,246,19926.96,5290.54,26,61,0.0505,77,247.0,6,0.0244,1840.64,9941.64,-4651.1,459,1
2021-11-08,Electronics,North,332,70249.96,16095.97,42,124,0.06,127,575.24,8,0.0241,6961.9,23474.27,-7378.3,490,1
2021-11-08,Electronics,South,366,46715.25,15708.42,1,97,0.0497,77,635.23,18,0.0492,9468.69,35109.65,-19401.23,634,2
2021-11-08,Electronics,East,380,108317.94,32293.78,53,70,0.0486,212,527.16,13,0.0342,13547.12,32790.94,-497.16,579,0
2021-11-08,Electronics,West,538,81821.35,26269.83,16,117,0.0469,126,678.61,40,0.0743,8106.98,35211.11,-8941.28,633,3
2021-11-08,Clothing,North,536,29678.05,6105.71,62,205,0.0444,313,92.22,51,0.0951,2199.34,8795.57,-2689.86,990,2
2021-11-08,Clothing,South,601,26813.08,10077.4,30,114,0.048,218,124.91,34,0.0566,2347.49,10025.9,51.5,1133,1
2021-11-08,Clothing,East,503,18171.24,7508.25,46,187,0.0338,230,77.82,22,0.0437,1832.31,6895.9,612.35,963,0
2021-11-08,Clothing,West,510,25026.24,7893.63,53,200,0.0453,242,104.47,21,0.0412,3322.52,9249.01,-1355.38,1027,1
2021-11-08,Groceries,North,1001,11244.4,2552.75,141,246,0.0361,403,29.28,20,0.02,842.18,3557.53,-1004.78,1589,2
2021-11-08,Groceries,South,859,10180.65,2895.49,68,224,0.0498,299,33.21,36,0.0419,890.19,3268.58,-373.09,1149,0
2021-11-08,Groceries,East,830,12802.14,5283.82,53,252,0.0545,398,33.36,62,0.0747,795.99,3948.58,1335.24,1519,3
2021-11-08,Groceries,West,939,22597.58,9964.72,89,330,0.05,662,33.2,31,0.033,1349.67,3953.01,6011.71,1799,1
2021-11-08,Furniture,North,110,40105.45,8191.48,11,29,0.0518,51,807.33,4,0.0364,4582.29,19204.11,-11012.63,216,1
2021-11-08,Furniture,South,151,40719.86,8536.83,19,43,0.0506,46,923.22,7,0.0464,4795.84,26293.4,-17756.57,298,2
2021-11-08,Furniture,East,151,68332.36,21172.99,9,30,0.0371,76,938.58,11,0.0728,5069.77,24798.68,-3625.69,323,2
2021-11-08,Furniture,West,169,48909.61,11816.39,11,38,0.0489,71,687.74,7,0.0414,3610.24,20867.01,-9050.62,288,2
2021-11-08,Sports,North,214,20423.56,8061.42,19,74,0.0379,91,216.86,12,0.0561,2491.75,9103.91,-1042.49,494,3
2021-11-08,Sports,South,171,26471.98,8100.37,13,111,0.042,118,226.37,15,0.0877,1941.85,8379.69,-279.32,439,1
2021-11-08,Sports,East,273,18426.58,4264.41,21,111,0.0518,95,198.59,26,0.0952,1632.28,7683.81,-3419.4,538,1
2021-11-08,Sports,West,244,16818.7,3454.04,14,80,0.0486,67,247.78,5,0.0205,1756.68,8867.37,-5413.33,452,4
2021-11-15,Electronics,North,398,73851.13,29053.85,29,130,0.06,123,577.79,24,0.0603,7116.26,25822.23,3231.62,509,0
2021-11-15,Electronics,South,359,65520.62,22545.67,56,112,0.0488,105,611.02,30,0.0836,9778.42,33340.76,-10795.09,606,3
2021-11-15,Electronics,East,385,104936.86,39303.15,14,94,0.0532,191,531.21,22,0.0571,13774.82,32757.7,6545.45,614,2
2021-11-15,Electronics,West,427,163396.94,45180.6,58,63,0.0433,254,662.87,32,0.0749,7663.2,36702.28,8478.32,588,3
2021-11-15,Clothing,North,582,22939.86,8708.15,69,182,0.0413,253,89.72,13,0.0223,2226.31,8539.22,168.93,890,1
2021-11-15,Clothing,South,545,16891.23,4389.22,83,237,0.0386,129,127.9,44,0.0807,2391.15,9502.71,-5113.49,1113,4
2021-11-15,Clothing,East,565,25047.06,9855.19,38,208,0.0328,307,79.88,51,0.0903,1760.62,7748.13,2107.06,853,1
2021-11-15,Clothing,West,504,27157.24,11666.1,58,118,0.0466,262,106.77,21,0.0417,2839.49,9728.42,1937.68,1003,2
2021-11-15,Groceries,North,889,13227.09,5819.21,22,244,0.0362,501,25.24,60,0.0675,853.19,3621.41,2197.8,1616,3
2021-11-15,Groceries,South,879,9445.45,2082.07,71,315,0.0567,279,33.15,53,0.0603,984.94,3514.54,-1432.47,1173,2
2021-11-15,Groceries,East,942,10828.45,3645.45,29,254,0.0489,337,32.08,72,0.0764,837.58,4967.46,-1322.01,1484,0
2021-11-15,Groceries,West,913,16662.48,5967.35,111,275,0.0549,552,29.06,86,0.0942,1447.0,4499.11,1468.24,1859,0
2021-11-15,Furniture,North,126,26842.58,9836.76,10,28,0.0491,34,780.55,7,0.0556,4425.45,19506.42,-9669.66,232,3
2021-11-15,Furniture,South,141,50746.92,11844.3,23,51,0.0503,53,941.61,12,0.0851,5015.72,28583.79,-16739.49,284,2
2021-11-15,Furniture,East,169,67436.42,24134.04,17,54,0.0353,75,940.46,13,0.0769,5244.98,25135.65,-1001.61,316,1
2021-11-15,Furniture,West,141,16300.97,4372.58,8,37,0.0512,24,678.2,10,0.0709,3431.65,20376.41,-16003.83,269,1
2021-11-15,Sports,North,236,20600.57,8302.41,19,51,0.0438,91,218.44,12,0.0508,1819.79,9746.31,-1443.9,506,2
2021-11-15,Sports,South,255,13924.71,5592.39,23,64,0.0444,65,206.8,7,0.0275,1773.12,8190.7,-2598.31,460,1
2021-11-15,Sports,East,279,12127.3,2946.42,42,119,0.0451,62,200.5,10,0.0358,2026.15,7532.61,-4586.19,533,0
2021-11-15,Sports,West,238,20571.85,6762.69,14,83,0.0519,85,252.46,13,0.0546,1789.23,8989.25,-2226.56,479,3
2021-11-22,Electronics,North,243,79691.6,33465.31,36,52,0.0698,143,538.93,12,0.0494,7541.97,24085.67,9379.64,468,1
2021-11-22,Electronics,South,320,63911.97,16471.36,86,128,0.0539,100,622.27,28,0.0875,10204.99,35771.7,-19300.34,650,3
2021-11-22,Electronics,East,399,110938.29,23663.32,16,80,0.0496,210,517.19,12,0.0301,13987.28,33938.45,-10275.13,637,2
2021-11-22,Electronics,West,679,163400.46,65797.19,37,184,0.0494,229,710.88,35,0.0515,15290.61,67779.81,-1982.62,565,3
2021-11-22,Clothing,North,574,27921.4,9956.07,59,194,0.0409,304,89.95,16,0.0279,2358.93,8395.6,1560.47,952,2
2021-11-22,Clothing,South,513,24550.28,5794.35,79,126,0.0467,185,128.44,32,0.0624,2346.73,9920.32,-4125.97,1158,3
2021-11-22,Clothing,East,542,9619.09,3180.06,3,173,0.0404,117,81.38,42,0.0775,1888.53,8553.49,-5373.43,842,2
2021-11-22,Clothing,West,500,30376.79,7728.56,46,162,0.0505,293,103.49,10,0.02,3171.95,9971.92,-2243.36,954,3
2021-11-22,Groceries,North,957,7475.52,1516.94,33,167,0.0419,294,26.41,75,0.0784,746.61,3512.34,-1995.4,1573,2
2021-11-22,Groceries,South,823,11162.49,3716.81,44,272,0.0599,337,32.87,40,0.0486,833.46,3278.75,438.06,1231,1
2021-11-22,Groceries,East,849,13537.18,3526.48,104,260,0.0489,407,32.42,55,0.0648,862.49,4141.39,-614.91,1492,1
2021-11-22,Groceries,West,939,8810.4,2721.27,122,268,0.0489,273,32.55,24,0.0256,1465.04,4284.89,-1563.62,1882,2
2021-11-22,Furniture,North,143,37405.06,9551.82,13,29,0.0461,45,817.21,11,0.0769,4570.66,18420.92,-8869.1,224,0
2021-11-22,Furniture,South,141,64113.34,19652.09,19,33,0.0507,63,971.09,9,0.0638,4671.86,25272.42,-5620.33,292,1
2021-11-22,Furniture,East,162,72472.11,31235.02,10,29,0.04,80,923.49,14,0.0864,5110.07,26230.04,5004.98,290,1
2021-11-22,Furniture,West,188,55873.42,11498.87,5,40,0.0508,75,736.41,9,0.0479,4178.13,19033.3,-7534.43,291,1
2021-11-22,Sports,North,233,23763.14,10463.9,12,74,0.0376,104,230.37,13,0.0558,2218.07,10696.09,-232.19,481,2
2021-11-22,Sports,South,234,18904.18,3922.59,16,50,0.0447,94,192.57,21,0.0897,1791.58,8155.51,-4232.92,412,1
2021-11-22,Sports,East,199,15072.88,3939.72,28,89,0.0493,79,191.85,17,0.0854,1684.07,7477.02,-3537.3,511,0
2021-11-22,Sports,West,244,18663.87,5041.2,15,91,0.0435,73,251.32,8,0.0328,1893.37,9215.04,-4173.84,475,2
2021-11-29,Electronics,North,366,75993.44,30825.69,26,96,0.0592,133,577.8,22,0.0601,7730.15,24958.23,5867.46,471,2
2021-11-29,Electronics,South,73,14549.48,5582.11,14,15,0.0477,24,608.69,6,0.0822,1874.27,6524.54,-942.43,651,2
2021-11-29,Electronics,East,309,91012.25,27503.34,1,57,0.0505,173,523.4,7,0.0227,13281.08,32436.83,-4933.49,645,2
2021-11-29,Electronics,West,346,123924.63,45279.2,52,125,0.0465,175,693.26,21,0.0607,7855.94,35759.72,9519.48,612,1
2021-11-29,Clothing,North,599,28482.05,7009.14,65,188,0.0493,329,90.83,34,0.0568,2263.84,8492.05,-1482.91,949,2
2021-11-29,Clothing,South,682,20248.79,6080.57,44,185,0.0406,165,126.65,61,0.0894,2271.74,9864.69,-3784.12,1086,0
2021-11-29,Clothing,East,519,27896.63,6114.96,56,195,0.0389,335,81.96,23,0.0443,1834.85,7222.12,-1107.16,829,1
2021-11-29,Clothing,West,470,26722.86,8620.77,23,163,0.044,260,104.18,25,0.0532,3185.29,9959.17,-1338.4,995,2
2021-11-29,Groceries,North,803,19082.39,7672.88,117,295,0.0397,614,30.0,79,0.0984,817.64,3778.25,3894.63,1629,4
2021-11-29,Groceries,South,849,8605.77,1949.67,70,239,0.0383,263,33.09,83,0.0978,999.2,3331.95,-1382.28,1188,0
2021-11-29,Groceries,East,1001,14015.34,4521.3,16,288,0.052,437,32.3,64,0.0639,898.42,4227.93,293.37,1452,1
2021-11-29,Groceries,West,887,12043.53,5197.28,123,297,0.0553,404,28.82,43,0.0485,1440.1,4007.21,1190.07,1815,2
2021-11-29,Furniture,North,131,42105.95,14263.09,18,25,0.0426,52,801.71,13,0.0992,5062.12,17999.78,-3736.69,233,0
2021-11-29,Furniture,South,133,78119.86,17363.19,15,44,0.048,83,956.14,4,0.0301,4270.73,25905.51,-8542.32,295,2
2021-11-29,Furniture,East,159,67849.24,14290.77,20,48,0.0381,73,938.16,10,0.0629,5364.54,26292.95,-12002.18,312,0
2021-11-29,Furniture,West,124,49125.55,17078.77,11,45,0.045,69,718.87,10,0.0806,3863.79,19701.97,-2623.2,310,0
2021-11-29,Sports,North,194,21430.21,6152.54,13,55,0.0363,93,221.26,6,0.0309,2179.26,9171.03,-3018.49,499,2
2021-11-29,Sports,South,320,23658.11,9746.98,7,109,0.037,116,210.71,13,0.0406,3696.52,18337.99,-8591.01,463,3
2021-11-29,Sports,East,212,18329.31,5502.71,34,78,0.0489,88,198.74,16,0.0755,1883.02,7342.26,-1839.55,538,0
2021-11-29,Sports,West,292,23487.58,6969.62,17,80,0.0468,91,251.6,16,0.0548,1807.97,9037.41,-2067.79,462,2
2021-12-06,Electronics,North,360,84901.1,19632.02,33,112,0.0626,152,550.28,21,0.0583,7182.05,24703.08,-5071.06,486,1
2021-12-06,Electronics,South,482,120611.02,29528.94,40,128,0.0515,201,621.95,41,0.0851,11844.26,34230.55,-4701.61,552,1
2021-12-06,Electronics,East,349,117279.08,25114.3,45,129,0.0503,216,519.29,17,0.0487,16244.21,32365.9,-7251.6,579,2
2021-12-06,Electronics,West,335,77317.55,21033.37,86,115,0.0482,110,694.3,26,0.0776,9274.38,35540.01,-14506.64,616,2
2021-12-06,Clothing,North,627,24886.33,9322.1,33,217,0.0435,277,91.89,14,0.0223,2659.36,8134.54,1187.56,936,2
2021-12-06,Clothing,South,733,20343.74,6835.45,78,174,0.041,157,128.4,59,0.0805,2577.96,9663.96,-2828.51,1161,2
2021-12-06,Clothing,East,782,30172.88,10961.38,37,280,0.0376,370,81.53,51,0.0652,1945.82,7779.63,3181.75,869,0
2021-12-06,Clothing,West,624,27959.23,8748.85,79,141,0.0537,271,103.13,29,0.0465,3430.99,9767.45,-1018.6,976,0
2021-12-06,Groceries,North,962,10473.05,4052.68,77,327,0.0414,427,25.0,44,0.0457,878.96,3597.65,455.03,1533,2
2021-12-06,Groceries,South,926,10155.31,2505.03,77,309,0.0505,301,32.96,91,0.0983,903.63,3510.45,-1005.42,1168,2
2021-12-06,Groceries,East,847,10202.01,2241.97,138,280,0.0503,318,32.08,48,0.0567,886.56,4408.33,-2166.36,1564,0
2021-12-06,Groceries,West,984,12189.31,4438.94,105,380,0.0545,395,32.05,75,0.0762,1495.81,4134.51,304.43,1886,1
2021-12-06,Furniture,North,128,60582.58,25251.8,11,25,0.0511,76,789.96,9,0.0703,4482.76,20007.44,5244.36,228,2
2021-12-06,Furniture,South,149,47434.42,12767.3,18,36,0.0457,55,885.19,10,0.0671,4834.64,24182.65,-11415.35,315,2
2021-12-06,Furniture,East,156,57874.08,19427.43,9,42,0.0414,59,958.03,8,0.0513,5475.75,27166.0,-7738.57,274,1
2021-12-06,Furniture,West,200,46717.07,16243.1,10,29,0.0495,69,686.23,11,0.055,3984.96,19749.99,-3506.89,322,4
2021-12-06,Sports,North,281,22427.28,6288.01,21,27,0.0369,101,214.11,15,0.0534,2052.29,9603.64,-3315.63,494,2
2021-12-06,Sports,South,246,13418.46,5109.27,28,57,0.0414,66,204.13,5,0.0203,1653.88,8220.88,-3111.61,472,2
2021-12-06,Sports,East,88,9034.59,2078.29,19,44,0.0473,44,198.34,6,0.0682,744.06,3032.54,-954.25,562,0
2021-12-06,Sports,West,196,21735.11,5767.56,11,84,0.0466,91,247.93,7,0.0357,1905.75,9377.96,-3610.4,471,1
2021-12-13,Electronics,North,467,99979.72,20807.32,35,121,0.0665,159,600.77,17,0.0364,8698.13,25710.1,-4902.78,490,0
2021-12-13,Electronics,South,417,123993.65,34386.13,54,140,0.0474,180,687.42,11,0.0264,12234.41,33887.94,498.19,664,1
2021-12-13,Electronics,East,519,144052.08,36932.24,45,102,0.0536,263,535.63,32,0.0617,16677.62,33048.37,3883.87,554,3
2021-12-13,Electronics,West,281,59859.93,21290.15,75,72,0.0465,92,673.07,26,0.0925,9730.07,39108.03,-17817.88,618,4
2021-12-13,Clothing,North,574,20910.74,5277.87,53,217,0.0426,239,88.68,21,0.0366,2425.42,8403.12,-3125.25,954,3
2021-12-13,Clothing,South,714,34387.22,8417.61,54,215,0.0377,268,124.58,25,0.035,2530.92,9575.26,-1157.65,1174,0
2021-12-13,Clothing,East,675,23959.56,10584.24,60,198,0.0407,292,83.66,24,0.0356,1995.03,7340.63,3243.61,832,0
2021-12-13,Clothing,West,747,24156.55,7153.2,61,195,0.0386,218,107.58,64,0.0857,3344.6,9549.21,-2396.01,1047,0
2021-12-13,Groceries,North,1152,7376.37,2178.65,106,230,0.0369,240,29.49,65,0.0564,844.24,3675.33,-1496.68,1607,3
2021-12-13,Groceries,South,911,10931.46,2342.43,79,242,0.0511,324,33.16,59,0.0648,1085.19,3428.67,-1086.24,1229,0
2021-12-13,Groceries,East,941,13524.05,5302.17,71,282,0.0512,441,31.63,27,0.0287,820.5,4381.19,920.98,1623,4
2021-12-13,Groceries,West,995,12021.43,3678.59,110,276,0.0571,404,28.43,74,0.0744,1530.73,3948.37,-269.78,1855,2
2021-12-13,Furniture,North,118,67136.65,21464.42,11,37,0.0403,82,780.77,7,0.0593,5205.95,17830.55,3633.87,243,0
2021-12-13,Furniture,South,137,69444.28,25309.89,21,51,0.0439,72,932.82,6,0.0438,4100.36,26725.85,-1415.96,301,2
2021-12-13,Furniture,East,149,59601.78,13087.16,11,41,0.0417,63,951.52,11,0.0738,5184.84,27686.7,-14599.54,305,2
2021-12-13,Furniture,West,131,49145.59,9897.43,17,35,0.0451,66,737.22,10,0.0763,3642.49,19345.96,-9448.53,302,3
2021-12-13,Sports,North,167,20141.25,8901.61,28,49,0.04,95,222.41,10,0.0599,2179.39,9920.68,-1019.07,507,0
2021-12-13,Sports,South,223,16295.31,7002.11,38,61,0.0406,79,216.15,8,0.0359,1805.69,8666.17,-1664.06,450,1
2021-12-13,Sports,East,672,39302.05,8311.3,37,215,0.0467,200,200.23,32,0.0476,4432.15,18983.86,-10672.56,516,0
2021-12-13,Sports,West,216,18611.24,8160.64,20,63,0.0525,71,249.7,4,0.0185,1847.94,10073.44,-1912.8,476,3
2021-12-20,Electronics,North,397,77356.95,30128.71,33,112,0.0734,133,569.74,9,0.0227,8880.85,25134.29,4994.42,475,1
2021-12-20,Electronics,South,481,42227.46,17747.7,131,91,0.0505,71,609.23,17,0.0353,12065.34,34906.19,-17158.49,645,0
2021-12-20,Electronics,East,393,108247.58,37617.17,62,132,0.0501,200,542.7,33,0.084,15887.63,33545.91,4071.26,558,1
2021-12-20,Electronics,West,488,88437.41,19024.27,43,144,0.0502,126,684.35,37,0.0758,9126.38,34967.11,-15942.84,610,3
2021-12-20,Clothing,North,662,27672.19,8052.02,60,195,0.0428,311,89.32,29,0.0438,2322.68,8123.3,-71.28,1018,1
2021-12-20,Clothing,South,621,33691.08,10859.3,47,206,0.0438,255,126.08,52,0.0837,2436.02,9803.83,1055.47,1142,2
2021-12-20,Clothing,East,725,26959.04,8366.52,74,201,0.0353,316,84.09,25,0.0345,1967.11,7470.94,895.58,847,0
2021-12-20,Clothing,West,594,24852.21,8823.72,33,111,0.0455,224,106.91,41,0.069,3478.7,10225.57,-1401.85,922,1
2021-12-20,Groceries,North,786,11964.58,4618.94,207,251,0.0432,404,29.83,67,0.0852,959.08,3422.64,1196.3,1597,2
2021-12-20,Groceries,South,947,14271.49,2974.44,75,255,0.0469,415,32.84,19,0.0201,953.01,3349.98,-375.54,1151,2
2021-12-20,Groceries,East,1024,9212.29,3219.96,30,260,0.0491,272,33.51,38,0.0371,967.12,4080.8,-860.84,1552,3
2021-12-20,Groceries,West,966,12503.88,2867.58,124,257,0.0591,400,30.82,84,0.087,1474.09,3883.5,-1015.92,1869,2
2021-12-20,Furniture,North,116,82605.89,16975.34,19,31,0.0499,107,785.66,11,0.0948,4860.98,19045.6,-2070.26,238,0
2021-12-20,Furniture,South,151,77791.92,20177.55,11,58,0.046,89,916.93,7,0.0464,4119.29,24945.9,-4768.35,304,3
2021-12-20,Furniture,East,124,53206.71,14244.7,10,50,0.0342,57,910.82,5,0.0403,5120.31,26653.6,-12408.9,318,0
2021-12-20,Furniture,West,142,72901.52,25276.44,19,42,0.0485,97,726.01,6,0.0423,3978.9,19237.14,6039.3,283,2
2021-12-20,Sports,North,244,19412.57,6373.64,20,40,0.0373,97,209.48,21,0.0861,1776.59,8404.5,-2030.86,477,3
2021-12-20,Sports,South,181,21721.71,8359.88,9,84,0.0369,102,217.71,14,0.0773,1685.96,8087.63,272.25,444,3
2021-12-20,Sports,East,247,19709.3,7804.16,21,70,0.0452,101,197.89,23,0.0931,1762.57,7701.98,102.18,493,0
2021-12-20,Sports,West,219,22260.82,6967.78,14,57,0.0506,88,246.37,10,0.0457,1886.15,9114.43,-2146.65,472,2
2021-12-27,Electronics,North,474,83193.37,29444.11,35,138,0.0596,153,538.57,20,0.0422,8062.67,25963.26,3480.85,501,1
2021-12-27,Electronics,South,319,202696.51,62145.31,26,134,0.0535,320,659.44,26,0.0815,11665.26,32900.36,29244.95,645,2
2021-12-27,Electronics,East,528,112398.33,23064.74,48,114,0.0556,210,522.98,49,0.0928,16812.1,32749.71,-9684.97,557,0
2021-12-27,Electronics,West,382,148007.77,47970.66,62,144,0.0435,217,697.67,9,0.0236,9147.39,37447.95,10522.71,527,1
2021-12-27,Clothing,North,582,34473.83,10548.67,45,157,0.0429,359,91.82,21,0.0361,2177.67,9113.66,1435.01,931,0
2021-12-27,Clothing,South,453,27191.99,12158.3,36,190,0.0421,227,125.99,27,0.0596,2546.87,9531.41,2626.89,1151,3
2021-12-27,Clothing,East,584,29664.11,10256.89,73,216,0.0427,351,83.85,53,0.0908,1929.94,6783.9,3472.99,927,0
2021-12-27,Clothing,West,442,37728.95,13641.18,31,180,0.0452,359,104.61,21,0.0475,3409.22,9218.19,4422.99,976,1
2021-12-27,Groceries,North,1042,15433.3,5702.09,118,294,0.0416,563,28.29,68,0.0653,842.35,3708.34,1993.75,1570,3
2021-12-27,Groceries,South,869,11432.2,3885.8,87,245,0.0461,335,32.65,37,0.0426,1029.83,3407.39,478.41,1192,0
2021-12-27,Groceries,East,940,11859.99,3061.61,74,270,0.0511,393,31.74,40,0.0426,862.68,3988.74,-927.13,1528,3
2021-12-27,Groceries,West,965,6507.19,2545.91,115,307,0.0465,204,31.07,52,0.0539,1428.33,4502.68,-1956.77,1843,0
2021-12-27,Furniture,North,97,43486.13,14420.81,18,26,0.0456,55,805.88,9,0.0928,4438.71,19411.85,-4991.04,234,0
2021-12-27,Furniture,South,147,42742.51,15120.7,17,46,0.0474,49,904.48,7,0.0476,4791.16,23434.29,-8313.59,314,0
2021-12-27,Furniture,East,185,25240.58,11097.88,19,88,0.0445,27,933.03,6,0.0324,5485.28,27962.59,-16864.71,320,2
2021-12-27,Furniture,West,122,39004.32,10010.03,11,42,0.0529,54,694.3,7,0.0574,3726.28,22394.93,-12384.9,296,1
2021-12-27,Sports,North,220,20991.03,4468.24,18,65,0.0448,90,233.2,14,0.0636,1899.98,7975.75,-3507.51,460,3
2021-12-27,Sports,South,185,10412.24,3544.38,35,94,0.0415,53,196.41,8,0.0432,1772.13,8002.23,-4457.85,424,3
2021-12-27,Sports,East,264,17999.27,5700.78,38,85,0.0494,93,199.03,25,0.0947,1699.89,7983.21,-2282.43,533,0
2021-12-27,Sports,West,290,17870.66,5221.18,18,93,0.0514,75,248.21,20,0.069,2088.68,9911.1,-4689.92,456,4
2022-01-03,Electronics,North,281,61277.88,13016.37,35,103,0.0625,106,575.37,9,0.032,5994.42,25581.89,-12565.52,449,0
2022-01-03,Electronics,South,297,114752.82,24316.71,10,84,0.0519,185,608.61,18,0.0606,8376.56,34105.73,-9789.02,699,1
2022-01-03,Electronics,East,310,76699.39,20464.76,34,55,0.0521,152,526.64,25,0.0806,11642.71,32472.92,-12008.16,577,0
2022-01-03,Electronics,West,284,91640.79,40264.18,47,78,0.044,135,683.66,26,0.0915,6065.76,35788.18,4476.0,564,5
2022-01-03,Clothing,North,495,17489.22,6100.85,41,169,0.0521,211,86.55,15,0.0303,1614.18,8779.13,-2678.28,944,4
2022-01-03,Clothing,South,431,21195.58,4677.25,44,157,0.0451,170,127.44,36,0.0835,1832.94,9849.41,-5172.16,1063,4
2022-01-03,Clothing,East,504,13295.5,3142.88,49,121,0.0397,158,84.84,16,0.0317,1327.39,7525.64,-4382.76,858,0
2022-01-03,Clothing,West,494,20413.7,5900.82,46,114,0.0378,185,106.21,36,0.0729,2255.13,9772.69,-3871.87,987,2
2022-01-03,Groceries,North,918,9590.01,4002.63,74,181,0.0363,343,28.29,89,0.0969,721.69,3711.29,291.34,1551,2
2022-01-03,Groceries,South,801,7923.52,3502.83,57,288,0.0464,239,32.5,46,0.0574,931.04,3513.74,-10.91,1186,2
2022-01-03,Groceries,East,914,9745.43,3859.49,97,225,0.0478,293,32.45,72,0.0788,761.34,4123.43,-263.94,1551,2
2022-01-03,Groceries,West,862,3576.84,1257.97,101,289,0.0568,117,31.85,42,0.0487,1294.25,4832.37,-3574.4,1871,2
2022-01-03,Furniture,North,111,12240.34,4956.21,13,30,0.0474,16,805.04,9,0.0811,4504.9,19513.05,-14556.84,218,1
2022-01-03,Furniture,South,161,58088.48,16569.87,17,37,0.0433,60,938.22,10,0.0621,4138.58,23432.35,-6862.48,315,0
2022-01-03,Furniture,East,130,75566.86,17162.0,7,40,0.0406,81,944.19,2,0.0154,4741.67,26102.71,-8940.71,302,0
2022-01-03,Furniture,West,126,54449.35,22124.23,12,45,0.051,79,698.8,10,0.0794,3746.78,21213.42,910.81,318,2
2022-01-03,Sports,North,244,18711.5,3944.2,14,50,0.0466,85,215.34,17,0.0697,2504.56,8684.69,-4740.49,510,0
2022-01-03,Sports,South,248,12825.25,5338.52,4,72,0.0415,61,200.42,8,0.0323,1865.94,8126.4,-2787.88,435,1
2022-01-03,Sports,East,222,19346.75,8600.56,22,99,0.0445,96,196.42,18,0.0811,1837.82,7427.02,1173.54,509,0
2022-01-03,Sports,West,297,24204.95,8396.91,16,91,0.0515,94,249.07,19,0.064,1819.47,9250.34,-853.43,466,2
2022-01-10,Electronics,North,273,53332.39,19577.35,26,77,0.0511,96,537.07,23,0.0842,6448.97,22322.38,-2745.03,501,2
2022-01-10,Electronics,South,211,118580.84,43164.55,64,83,0.0433,191,625.42,9,0.0427,8658.55,34369.73,8794.82,633,2
2022-01-10,Electronics,East,323,96354.27,27800.64,28,103,0.0454,193,517.39,31,0.096,11148.92,33137.82,-5337.18,640,1
2022-01-10,Electronics,West,306,80500.75,17080.41,15,65,0.0496,125,653.7,24,0.0784,7137.65,33881.72,-16801.31,555,3
2022-01-10,Clothing,North,461,17848.25,7944.16,32,129,0.0462,201,89.25,23,0.0499,1926.93,8484.73,-540.57,921,0
2022-01-10,Clothing,South,357,16893.3,4128.06,28,142,0.044,131,125.79,9,0.0252,1835.62,9982.45,-5854.39,1179,1
2022-01-10,Clothing,East,468,21321.08,5272.43,43,116,0.0422,257,82.26,17,0.0363,1434.6,7842.35,-2569.92,782,0
2022-01-10,Clothing,West,504,18952.57,5351.37,32,99,0.0483,180,108.19,17,0.0337,2495.82,10001.74,-4650.37,1005,0
2022-01-10,Groceries,North,947,5033.84,1372.2,136,223,0.0419,173,28.84,62,0.0655,774.05,3606.06,-2233.86,1559,3
2022-01-10,Groceries,South,785,9768.74,3715.1,44,281,0.0461,295,33.87,63,0.0803,851.63,3379.65,335.45,1240,1
2022-01-10,Groceries,East,873,10128.22,2788.47,94,251,0.0537,328,32.08,41,0.047,707.63,4163.41,-1374.94,1569,3
2022-01-10,Groceries,West,957,15756.65,6039.02,114,294,0.0582,466,33.76,84,0.0878,1201.4,4271.96,1767.06,1809,3
2022-01-10,Furniture,North,134,70138.6,28170.93,7,22,0.0478,83,806.61,6,0.0448,4552.03,18598.23,9572.7,234,0
2022-01-10,Furniture,South,150,68457.73,26504.67,15,31,0.048,72,952.06,7,0.0467,4482.64,24781.21,1723.46,302,1
2022-01-10,Furniture,East,109,52871.45,19053.56,8,53,0.0401,54,938.01,9,0.0826,4831.4,26273.99,-7220.43,267,2
2022-01-10,Furniture,West,96,53594.72,22176.04,13,33,0.0523,76,705.23,2,0.0208,4158.48,21259.97,916.07,273,3
2022-01-10,Sports,North,288,21564.72,5189.91,22,107,0.0345,94,231.35,24,0.0833,2002.57,9616.23,-4426.32,450,2
2022-01-10,Sports,South,219,21986.35,8060.24,18,62,0.0448,107,206.62,20,0.0913,1899.78,7908.08,152.16,472,1
2022-01-10,Sports,East,264,23108.81,7657.62,34,94,0.0483,114,194.42,17,0.0644,1830.87,7390.77,266.85,533,0
2022-01-10,Sports,West,264,23491.62,7561.98,16,64,0.0523,93,249.28,6,0.0227,1692.3,9135.17,-1573.19,467,2
2022-01-17,Electronics,North,290,57434.47,23025.75,23,101,0.0648,100,582.52,27,0.0931,5922.67,24063.3,-1037.55,501,0
